DUMMY_TILE_0,R0C0,#FFFFFF
DUMMY_TILE_8,R0C1,#FFFFFF
DUMMY_TILE_1,R0C2,#FFFFFF
BANKREF0,R0C3,#888888
PIOT0,R0C4,#88FF88
PIOT1,R0C5,#88FF88
PIOT0,R0C6,#88FF88
PIOT1,R0C7,#88FF88
DUMMY_TILE_8,R0C8,#FFFFFF
PIOT0,R0C9,#88FF88
PIOT1,R0C10,#88FF88
PIOT0,R0C11,#88FF88
PIOT1,R0C12,#88FF88
PIOT0,R0C13,#88FF88
DUMMY_TILE_A,R0C13,#FFFFFF
PIOT1,R0C14,#88FF88
PIOT0,R0C15,#88FF88
PIOT1,R0C16,#88FF88
DUMMY_TILE_8,R0C17,#FFFFFF
PIOT0,R0C18,#88FF88
PIOT1,R0C19,#88FF88
PIOT0,R0C20,#88FF88
PIOT1,R0C21,#88FF88
PIOT0,R0C22,#88FF88
PIOT1,R0C23,#88FF88
PIOT0,R0C24,#88FF88
PIOT1,R0C25,#88FF88
DUMMY_TILE_8,R0C26,#FFFFFF
PIOT0,R0C27,#88FF88
PIOT1,R0C28,#88FF88
PIOT0,R0C29,#88FF88
PIOT1,R0C30,#88FF88
PIOT0,R0C31,#88FF88
DUMMY_TILE_A,R0C31,#FFFFFF
PIOT1,R0C32,#88FF88
PIOT0,R0C33,#88FF88
PIOT1,R0C34,#88FF88
DUMMY_TILE_8,R0C35,#FFFFFF
PIOT0,R0C36,#88FF88
PIOT1,R0C37,#88FF88
PIOT0,R0C38,#88FF88
PIOT1,R0C39,#88FF88
PIOT0,R0C40,#88FF88
PIOT1,R0C41,#88FF88
PIOT0,R0C42,#88FF88
PIOT1,R0C43,#88FF88
DUMMY_TILE_8,R0C44,#FFFFFF
PIOT0,R0C45,#88FF88
PIOT1,R0C46,#88FF88
PIOT0,R0C47,#88FF88
PIOT1,R0C48,#88FF88
PIOT0,R0C49,#88FF88
PIOT1,R0C50,#88FF88
PIOT0,R0C51,#88FF88
PIOT1,R0C52,#88FF88
DUMMY_TILE_8,R0C53,#FFFFFF
PIOT0,R0C54,#88FF88
PIOT1,R0C55,#88FF88
PIOT0,R0C56,#88FF88
PIOT1,R0C57,#88FF88
PIOT0,R0C58,#88FF88
DUMMY_TILE_A,R0C58,#FFFFFF
PIOT1,R0C59,#88FF88
PIOT0,R0C60,#88FF88
PIOT1,R0C61,#88FF88
DUMMY_TILE_8,R0C62,#FFFFFF
PIOT0,R0C63,#88FF88
PIOT1,R0C64,#88FF88
PIOT0,R0C65,#88FF88
PIOT1,R0C66,#88FF88
TMID_0,R0C67,#888888
TMID_1,R0C68,#888888
PIOT0,R0C69,#88FF88
PIOT1,R0C70,#88FF88
PIOT0,R0C71,#88FF88
PIOT1,R0C72,#88FF88
DUMMY_TILE_8,R0C73,#FFFFFF
PIOT0,R0C74,#88FF88
PIOT1,R0C75,#88FF88
PIOT0,R0C76,#88FF88
PIOT1,R0C77,#88FF88
PIOT0,R0C78,#88FF88
DUMMY_TILE_A,R0C78,#FFFFFF
PIOT1,R0C79,#88FF88
PIOT0,R0C80,#88FF88
PIOT1,R0C81,#88FF88
DUMMY_TILE_8,R0C82,#FFFFFF
PIOT0,R0C83,#88FF88
PIOT1,R0C84,#88FF88
PIOT0,R0C85,#88FF88
PIOT1,R0C86,#88FF88
PIOT0,R0C87,#88FF88
PIOT1,R0C88,#88FF88
PIOT0,R0C89,#88FF88
PIOT1,R0C90,#88FF88
DUMMY_TILE_8,R0C91,#FFFFFF
PIOT0,R0C92,#88FF88
PIOT1,R0C93,#88FF88
PIOT0,R0C94,#88FF88
PIOT1,R0C95,#88FF88
PIOT0,R0C96,#88FF88
DUMMY_TILE_A,R0C96,#FFFFFF
PIOT1,R0C97,#88FF88
PIOT0,R0C98,#88FF88
PIOT1,R0C99,#88FF88
DUMMY_TILE_8,R0C100,#FFFFFF
PIOT0,R0C101,#88FF88
PIOT1,R0C102,#88FF88
PIOT0,R0C103,#88FF88
PIOT1,R0C104,#88FF88
PIOT0,R0C105,#88FF88
PIOT1,R0C106,#88FF88
PIOT0,R0C107,#88FF88
PIOT1,R0C108,#88FF88
DUMMY_TILE_8,R0C109,#FFFFFF
PIOT0,R0C110,#88FF88
PIOT1,R0C111,#88FF88
PIOT0,R0C112,#88FF88
PIOT1,R0C113,#88FF88
PIOT0,R0C114,#88FF88
DUMMY_TILE_A,R0C114,#FFFFFF
PIOT1,R0C115,#88FF88
PIOT0,R0C116,#88FF88
PIOT1,R0C117,#88FF88
DUMMY_TILE_8,R0C118,#FFFFFF
PIOT0,R0C119,#88FF88
PIOT1,R0C120,#88FF88
PIOT0,R0C121,#88FF88
PIOT1,R0C122,#88FF88
BANKREF1,R0C123,#888888
DUMMY_TILE_1,R0C124,#FFFFFF
DUMMY_TILE_8,R0C125,#FFFFFF
DUMMY_TILE_0,R0C126,#FFFFFF
DUMMY_TILE_0,R1C0,#FFFFFF
DUMMY_TILE_2,R1C0,#FFFFFF
CIB_LR_S,R1C1,#FF8888
DUMMY_TILE_8,R1C1,#FFFFFF
CIB,R1C2,#FF8888
DUMMY_TILE_1,R1C2,#FFFFFF
CIB,R1C3,#FF8888
DUMMY_TILE_1,R1C3,#FFFFFF
CIB,R1C4,#FF8888
PICT0,R1C4,#88FFFF
CIB,R1C5,#FF8888
PICT1,R1C5,#88FFFF
CIB,R1C6,#FF8888
PICT0,R1C6,#88FFFF
CIB,R1C7,#FF8888
PICT1,R1C7,#88FFFF
CIB,R1C8,#FF8888
DUMMY_TILE_8,R1C8,#FFFFFF
CIB,R1C9,#FF8888
PICT0,R1C9,#88FFFF
CIB,R1C10,#FF8888
PICT1,R1C10,#88FFFF
CIB,R1C11,#FF8888
PICT0,R1C11,#88FFFF
CIB,R1C12,#FF8888
PICT1,R1C12,#88FFFF
CIB,R1C13,#FF8888
PICT0,R1C13,#88FFFF
DUMMY_TILE_A,R1C13,#FFFFFF
TAP_DRIVE_CIB,R1C13,#DDDDDD
CIB,R1C14,#FF8888
PICT1,R1C14,#88FFFF
CIB,R1C15,#FF8888
PICT0,R1C15,#88FFFF
CIB,R1C16,#FF8888
PICT1,R1C16,#88FFFF
CIB,R1C17,#FF8888
DUMMY_TILE_8,R1C17,#FFFFFF
CIB,R1C18,#FF8888
PICT0,R1C18,#88FFFF
CIB,R1C19,#FF8888
PICT1,R1C19,#88FFFF
CIB,R1C20,#FF8888
PICT0,R1C20,#88FFFF
CIB,R1C21,#FF8888
PICT1,R1C21,#88FFFF
CIB,R1C22,#FF8888
PICT0,R1C22,#88FFFF
CIB,R1C23,#FF8888
PICT1,R1C23,#88FFFF
CIB,R1C24,#FF8888
PICT0,R1C24,#88FFFF
CIB,R1C25,#FF8888
PICT1,R1C25,#88FFFF
CIB,R1C26,#FF8888
DUMMY_TILE_8,R1C26,#FFFFFF
CIB,R1C27,#FF8888
PICT0,R1C27,#88FFFF
CIB,R1C28,#FF8888
PICT1,R1C28,#88FFFF
CIB,R1C29,#FF8888
PICT0,R1C29,#88FFFF
CIB,R1C30,#FF8888
PICT1,R1C30,#88FFFF
CIB,R1C31,#FF8888
PICT0,R1C31,#88FFFF
DUMMY_TILE_A,R1C31,#FFFFFF
TAP_DRIVE_CIB,R1C31,#DDDDDD
CIB,R1C32,#FF8888
PICT1,R1C32,#88FFFF
CIB,R1C33,#FF8888
PICT0,R1C33,#88FFFF
CIB,R1C34,#FF8888
PICT1,R1C34,#88FFFF
CIB,R1C35,#FF8888
DUMMY_TILE_8,R1C35,#FFFFFF
CIB,R1C36,#FF8888
PICT0,R1C36,#88FFFF
CIB,R1C37,#FF8888
PICT1,R1C37,#88FFFF
CIB,R1C38,#FF8888
PICT0,R1C38,#88FFFF
CIB,R1C39,#FF8888
PICT1,R1C39,#88FFFF
CIB,R1C40,#FF8888
PICT0,R1C40,#88FFFF
CIB,R1C41,#FF8888
PICT1,R1C41,#88FFFF
CIB,R1C42,#FF8888
PICT0,R1C42,#88FFFF
CIB,R1C43,#FF8888
PICT1,R1C43,#88FFFF
CIB,R1C44,#FF8888
DUMMY_TILE_8,R1C44,#FFFFFF
CIB,R1C45,#FF8888
PICT0,R1C45,#88FFFF
CIB,R1C46,#FF8888
PICT1,R1C46,#88FFFF
CIB,R1C47,#FF8888
PICT0,R1C47,#88FFFF
CIB,R1C48,#FF8888
PICT1,R1C48,#88FFFF
CIB,R1C49,#FF8888
PICT0,R1C49,#88FFFF
CIB,R1C50,#FF8888
PICT1,R1C50,#88FFFF
CIB,R1C51,#FF8888
PICT0,R1C51,#88FFFF
CIB,R1C52,#FF8888
PICT1,R1C52,#88FFFF
CIB,R1C53,#FF8888
DUMMY_TILE_8,R1C53,#FFFFFF
CIB,R1C54,#FF8888
PICT0,R1C54,#88FFFF
CIB,R1C55,#FF8888
PICT1,R1C55,#88FFFF
CIB,R1C56,#FF8888
PICT0,R1C56,#88FFFF
CIB,R1C57,#FF8888
PICT1,R1C57,#88FFFF
CIB,R1C58,#FF8888
PICT0,R1C58,#88FFFF
DUMMY_TILE_A,R1C58,#FFFFFF
TAP_DRIVE_CIB,R1C58,#DDDDDD
CIB,R1C59,#FF8888
PICT1,R1C59,#88FFFF
CIB,R1C60,#FF8888
PICT0,R1C60,#88FFFF
CIB,R1C61,#FF8888
PICT1,R1C61,#88FFFF
CIB,R1C62,#FF8888
DUMMY_TILE_8,R1C62,#FFFFFF
CIB,R1C63,#FF8888
PICT0,R1C63,#88FFFF
CIB,R1C64,#FF8888
PICT1,R1C64,#88FFFF
CIB,R1C65,#FF8888
PICT0,R1C65,#88FFFF
CIB,R1C66,#FF8888
PICT1,R1C66,#88FFFF
CIB,R1C67,#FF8888
DUMMY_TILE_8,R1C67,#FFFFFF
CIB,R1C68,#FF8888
DUMMY_TILE_8,R1C68,#FFFFFF
CIB,R1C69,#FF8888
PICT0,R1C69,#88FFFF
CIB,R1C70,#FF8888
PICT1,R1C70,#88FFFF
CIB,R1C71,#FF8888
PICT0,R1C71,#88FFFF
CIB,R1C72,#FF8888
PICT1,R1C72,#88FFFF
CIB,R1C73,#FF8888
DUMMY_TILE_8,R1C73,#FFFFFF
CIB,R1C74,#FF8888
PICT0,R1C74,#88FFFF
CIB,R1C75,#FF8888
PICT1,R1C75,#88FFFF
CIB,R1C76,#FF8888
PICT0,R1C76,#88FFFF
CIB,R1C77,#FF8888
PICT1,R1C77,#88FFFF
CIB,R1C78,#FF8888
PICT0,R1C78,#88FFFF
DUMMY_TILE_A,R1C78,#FFFFFF
TAP_DRIVE_CIB,R1C78,#DDDDDD
CIB,R1C79,#FF8888
PICT1,R1C79,#88FFFF
CIB,R1C80,#FF8888
PICT0,R1C80,#88FFFF
CIB,R1C81,#FF8888
PICT1,R1C81,#88FFFF
CIB,R1C82,#FF8888
DUMMY_TILE_8,R1C82,#FFFFFF
CIB,R1C83,#FF8888
PICT0,R1C83,#88FFFF
CIB,R1C84,#FF8888
PICT1,R1C84,#88FFFF
CIB,R1C85,#FF8888
PICT0,R1C85,#88FFFF
CIB,R1C86,#FF8888
PICT1,R1C86,#88FFFF
CIB,R1C87,#FF8888
PICT0,R1C87,#88FFFF
CIB,R1C88,#FF8888
PICT1,R1C88,#88FFFF
CIB,R1C89,#FF8888
PICT0,R1C89,#88FFFF
CIB,R1C90,#FF8888
PICT1,R1C90,#88FFFF
CIB,R1C91,#FF8888
DUMMY_TILE_8,R1C91,#FFFFFF
CIB,R1C92,#FF8888
PICT0,R1C92,#88FFFF
CIB,R1C93,#FF8888
PICT1,R1C93,#88FFFF
CIB,R1C94,#FF8888
PICT0,R1C94,#88FFFF
CIB,R1C95,#FF8888
PICT1,R1C95,#88FFFF
CIB,R1C96,#FF8888
PICT0,R1C96,#88FFFF
DUMMY_TILE_A,R1C96,#FFFFFF
TAP_DRIVE_CIB,R1C96,#DDDDDD
CIB,R1C97,#FF8888
PICT1,R1C97,#88FFFF
CIB,R1C98,#FF8888
PICT0,R1C98,#88FFFF
CIB,R1C99,#FF8888
PICT1,R1C99,#88FFFF
CIB,R1C100,#FF8888
DUMMY_TILE_8,R1C100,#FFFFFF
CIB,R1C101,#FF8888
PICT0,R1C101,#88FFFF
CIB,R1C102,#FF8888
PICT1,R1C102,#88FFFF
CIB,R1C103,#FF8888
PICT0,R1C103,#88FFFF
CIB,R1C104,#FF8888
PICT1,R1C104,#88FFFF
CIB,R1C105,#FF8888
PICT0,R1C105,#88FFFF
CIB,R1C106,#FF8888
PICT1,R1C106,#88FFFF
CIB,R1C107,#FF8888
PICT0,R1C107,#88FFFF
CIB,R1C108,#FF8888
PICT1,R1C108,#88FFFF
CIB,R1C109,#FF8888
DUMMY_TILE_8,R1C109,#FFFFFF
CIB,R1C110,#FF8888
PICT0,R1C110,#88FFFF
CIB,R1C111,#FF8888
PICT1,R1C111,#88FFFF
CIB,R1C112,#FF8888
PICT0,R1C112,#88FFFF
CIB,R1C113,#FF8888
PICT1,R1C113,#88FFFF
CIB,R1C114,#FF8888
PICT0,R1C114,#88FFFF
DUMMY_TILE_A,R1C114,#FFFFFF
TAP_DRIVE_CIB,R1C114,#DDDDDD
CIB,R1C115,#FF8888
PICT1,R1C115,#88FFFF
CIB,R1C116,#FF8888
PICT0,R1C116,#88FFFF
CIB,R1C117,#FF8888
PICT1,R1C117,#88FFFF
CIB,R1C118,#FF8888
DUMMY_TILE_8,R1C118,#FFFFFF
CIB,R1C119,#FF8888
PICT0,R1C119,#88FFFF
CIB,R1C120,#FF8888
PICT1,R1C120,#88FFFF
CIB,R1C121,#FF8888
PICT0,R1C121,#88FFFF
CIB,R1C122,#FF8888
PICT1,R1C122,#88FFFF
CIB,R1C123,#FF8888
DUMMY_TILE_1,R1C123,#FFFFFF
CIB,R1C124,#FF8888
DUMMY_TILE_1,R1C124,#FFFFFF
CIB_LR_S,R1C125,#FF8888
DUMMY_TILE_8,R1C125,#FFFFFF
DUMMY_TILE_0,R1C126,#FFFFFF
DUMMY_TILE_2,R1C126,#FFFFFF
DUMMY_TILE_5,R2C0,#FFFFFF
CIB_LR,R2C1,#FF8888
TAP_DRIVE,R2C13,#DDDDDD
TAP_DRIVE,R2C31,#DDDDDD
TAP_DRIVE,R2C58,#DDDDDD
TAP_DRIVE,R2C78,#DDDDDD
TAP_DRIVE,R2C96,#DDDDDD
TAP_DRIVE,R2C114,#DDDDDD
CIB_LR,R2C125,#FF8888
DUMMY_TILE_5,R2C126,#FFFFFF
DUMMY_TILE_5,R3C0,#FFFFFF
CIB_LR,R3C1,#FF8888
TAP_DRIVE,R3C13,#DDDDDD
TAP_DRIVE,R3C31,#DDDDDD
TAP_DRIVE,R3C58,#DDDDDD
TAP_DRIVE,R3C78,#DDDDDD
TAP_DRIVE,R3C96,#DDDDDD
TAP_DRIVE,R3C114,#DDDDDD
CIB_LR,R3C125,#FF8888
DUMMY_TILE_5,R3C126,#FFFFFF
PLL0_UL,R4C0,#888888
CIB_PLL0,R4C1,#FF8888
TAP_DRIVE,R4C13,#DDDDDD
TAP_DRIVE,R4C31,#DDDDDD
TAP_DRIVE,R4C58,#DDDDDD
TAP_DRIVE,R4C78,#DDDDDD
TAP_DRIVE,R4C96,#DDDDDD
TAP_DRIVE,R4C114,#DDDDDD
CIB_PLL0,R4C125,#FF8888
PLL0_UR,R4C126,#888888
PLL1_UL,R5C0,#888888
CIB_PLL1,R5C1,#FF8888
TAP_DRIVE,R5C13,#DDDDDD
TAP_DRIVE,R5C31,#DDDDDD
TAP_DRIVE,R5C58,#DDDDDD
TAP_DRIVE,R5C78,#DDDDDD
TAP_DRIVE,R5C96,#DDDDDD
TAP_DRIVE,R5C114,#DDDDDD
CIB_PLL1,R5C125,#FF8888
PLL1_UR,R5C126,#888888
DUMMY_TILE_5,R6C0,#FFFFFF
CIB_LR,R6C1,#FF8888
TAP_DRIVE,R6C13,#DDDDDD
TAP_DRIVE,R6C31,#DDDDDD
TAP_DRIVE,R6C58,#DDDDDD
TAP_DRIVE,R6C78,#DDDDDD
TAP_DRIVE,R6C96,#DDDDDD
TAP_DRIVE,R6C114,#DDDDDD
CIB_LR,R6C125,#FF8888
DUMMY_TILE_5,R6C126,#FFFFFF
DUMMY_TILE_5,R7C0,#FFFFFF
CIB_LR,R7C1,#FF8888
TAP_DRIVE,R7C13,#DDDDDD
TAP_DRIVE,R7C31,#DDDDDD
TAP_DRIVE,R7C58,#DDDDDD
TAP_DRIVE,R7C78,#DDDDDD
TAP_DRIVE,R7C96,#DDDDDD
TAP_DRIVE,R7C114,#DDDDDD
CIB_LR,R7C125,#FF8888
DUMMY_TILE_5,R7C126,#FFFFFF
DUMMY_TILE_5,R8C0,#FFFFFF
CIB_LR,R8C1,#FF8888
TAP_DRIVE,R8C13,#DDDDDD
TAP_DRIVE,R8C31,#DDDDDD
TAP_DRIVE,R8C58,#DDDDDD
TAP_DRIVE,R8C78,#DDDDDD
TAP_DRIVE,R8C96,#DDDDDD
TAP_DRIVE,R8C114,#DDDDDD
CIB_LR,R8C125,#FF8888
DUMMY_TILE_5,R8C126,#FFFFFF
DUMMY_TILE_5,R9C0,#FFFFFF
CIB_LR,R9C1,#FF8888
TAP_DRIVE,R9C13,#DDDDDD
TAP_DRIVE,R9C31,#DDDDDD
TAP_DRIVE,R9C58,#DDDDDD
TAP_DRIVE,R9C78,#DDDDDD
TAP_DRIVE,R9C96,#DDDDDD
TAP_DRIVE,R9C114,#DDDDDD
CIB_LR,R9C125,#FF8888
DUMMY_TILE_5,R9C126,#FFFFFF
BANKREF7,R10C0,#888888
DUMMY_TILE_4,R10C0,#FFFFFF
DUMMY_TILE_7,R10C0,#FFFFFF
CIB_LR_S,R10C1,#FF8888
DUMMY_TILE_S,R10C1,#FFFFFF
DUMMY_TILE_T,R10C1,#FFFFFF
CIB_DSP,R10C2,#FF8888
DDRDLL_UL,R10C2,#888888
DUMMY_TILE_T,R10C2,#FFFFFF
CIB_DSP,R10C3,#FF8888
PVT_COUNT2,R10C3,#888888
DUMMY_TILE_T,R10C3,#FFFFFF
CIB_DSP,R10C4,#FF8888
MIB2_DSP0,R10C4,#FFFF88
MIB_DSP0,R10C4,#FFFF88
CIB_DSP,R10C5,#FF8888
MIB2_DSP1,R10C5,#FFFF88
MIB_DSP1,R10C5,#FFFF88
CIB_DSP,R10C6,#FF8888
MIB2_DSP2,R10C6,#FFFF88
MIB_DSP2,R10C6,#FFFF88
CIB_DSP,R10C7,#FF8888
MIB2_DSP3,R10C7,#FFFF88
MIB_DSP3,R10C7,#FFFF88
CIB_DSP,R10C8,#FF8888
MIB2_DSP4,R10C8,#FFFF88
MIB_DSP4,R10C8,#FFFF88
CIB_DSP,R10C9,#FF8888
MIB2_DSP5,R10C9,#FFFF88
MIB_DSP5,R10C9,#FFFF88
CIB_DSP,R10C10,#FF8888
MIB2_DSP6,R10C10,#FFFF88
MIB_DSP6,R10C10,#FFFF88
CIB_DSP,R10C11,#FF8888
MIB2_DSP7,R10C11,#FFFF88
MIB_DSP7,R10C11,#FFFF88
CIB_DSP,R10C12,#FF8888
MIB2_DSP8,R10C12,#FFFF88
MIB_DSP8,R10C12,#FFFF88
CIB_DSP,R10C13,#FF8888
MIB2_DSP0,R10C13,#FFFF88
MIB_DSP0,R10C13,#FFFF88
DUMMY_TILE_E,R10C13,#FFFFFF
DUMMY_TILE_F,R10C13,#FFFFFF
TAP_DRIVE_CIB,R10C13,#DDDDDD
CIB_DSP,R10C14,#FF8888
MIB2_DSP1,R10C14,#FFFF88
MIB_DSP1,R10C14,#FFFF88
CIB_DSP,R10C15,#FF8888
MIB2_DSP2,R10C15,#FFFF88
MIB_DSP2,R10C15,#FFFF88
CIB_DSP,R10C16,#FF8888
MIB2_DSP3,R10C16,#FFFF88
MIB_DSP3,R10C16,#FFFF88
CIB_DSP,R10C17,#FF8888
MIB2_DSP4,R10C17,#FFFF88
MIB_DSP4,R10C17,#FFFF88
CIB_DSP,R10C18,#FF8888
MIB2_DSP5,R10C18,#FFFF88
MIB_DSP5,R10C18,#FFFF88
CIB_DSP,R10C19,#FF8888
MIB2_DSP6,R10C19,#FFFF88
MIB_DSP6,R10C19,#FFFF88
CIB_DSP,R10C20,#FF8888
MIB2_DSP7,R10C20,#FFFF88
MIB_DSP7,R10C20,#FFFF88
CIB_DSP,R10C21,#FF8888
MIB2_DSP8,R10C21,#FFFF88
MIB_DSP8,R10C21,#FFFF88
CIB_DSP,R10C22,#FF8888
MIB2_DSP0,R10C22,#FFFF88
MIB_DSP0,R10C22,#FFFF88
CIB_DSP,R10C23,#FF8888
MIB2_DSP1,R10C23,#FFFF88
MIB_DSP1,R10C23,#FFFF88
CIB_DSP,R10C24,#FF8888
MIB2_DSP2,R10C24,#FFFF88
MIB_DSP2,R10C24,#FFFF88
CIB_DSP,R10C25,#FF8888
MIB2_DSP3,R10C25,#FFFF88
MIB_DSP3,R10C25,#FFFF88
CIB_DSP,R10C26,#FF8888
MIB2_DSP4,R10C26,#FFFF88
MIB_DSP4,R10C26,#FFFF88
CIB_DSP,R10C27,#FF8888
MIB2_DSP5,R10C27,#FFFF88
MIB_DSP5,R10C27,#FFFF88
CIB_DSP,R10C28,#FF8888
MIB2_DSP6,R10C28,#FFFF88
MIB_DSP6,R10C28,#FFFF88
CIB_DSP,R10C29,#FF8888
MIB2_DSP7,R10C29,#FFFF88
MIB_DSP7,R10C29,#FFFF88
CIB_DSP,R10C30,#FF8888
MIB2_DSP8,R10C30,#FFFF88
MIB_DSP8,R10C30,#FFFF88
CIB_DSP,R10C31,#FF8888
MIB2_DSP0,R10C31,#FFFF88
MIB_DSP0,R10C31,#FFFF88
DUMMY_TILE_E,R10C31,#FFFFFF
DUMMY_TILE_F,R10C31,#FFFFFF
TAP_DRIVE_CIB,R10C31,#DDDDDD
CIB_DSP,R10C32,#FF8888
MIB2_DSP1,R10C32,#FFFF88
MIB_DSP1,R10C32,#FFFF88
CIB_DSP,R10C33,#FF8888
MIB2_DSP2,R10C33,#FFFF88
MIB_DSP2,R10C33,#FFFF88
CIB_DSP,R10C34,#FF8888
MIB2_DSP3,R10C34,#FFFF88
MIB_DSP3,R10C34,#FFFF88
CIB_DSP,R10C35,#FF8888
MIB2_DSP4,R10C35,#FFFF88
MIB_DSP4,R10C35,#FFFF88
CIB_DSP,R10C36,#FF8888
MIB2_DSP5,R10C36,#FFFF88
MIB_DSP5,R10C36,#FFFF88
CIB_DSP,R10C37,#FF8888
MIB2_DSP6,R10C37,#FFFF88
MIB_DSP6,R10C37,#FFFF88
CIB_DSP,R10C38,#FF8888
MIB2_DSP7,R10C38,#FFFF88
MIB_DSP7,R10C38,#FFFF88
CIB_DSP,R10C39,#FF8888
MIB2_DSP8,R10C39,#FFFF88
MIB_DSP8,R10C39,#FFFF88
CIB_DSP,R10C40,#FF8888
MIB2_DSP0,R10C40,#FFFF88
MIB_DSP0,R10C40,#FFFF88
CIB_DSP,R10C41,#FF8888
MIB2_DSP1,R10C41,#FFFF88
MIB_DSP1,R10C41,#FFFF88
CIB_DSP,R10C42,#FF8888
MIB2_DSP2,R10C42,#FFFF88
MIB_DSP2,R10C42,#FFFF88
CIB_DSP,R10C43,#FF8888
MIB2_DSP3,R10C43,#FFFF88
MIB_DSP3,R10C43,#FFFF88
CIB_DSP,R10C44,#FF8888
MIB2_DSP4,R10C44,#FFFF88
MIB_DSP4,R10C44,#FFFF88
CIB_DSP,R10C45,#FF8888
MIB2_DSP5,R10C45,#FFFF88
MIB_DSP5,R10C45,#FFFF88
CIB_DSP,R10C46,#FF8888
MIB2_DSP6,R10C46,#FFFF88
MIB_DSP6,R10C46,#FFFF88
CIB_DSP,R10C47,#FF8888
MIB2_DSP7,R10C47,#FFFF88
MIB_DSP7,R10C47,#FFFF88
CIB_DSP,R10C48,#FF8888
MIB2_DSP8,R10C48,#FFFF88
MIB_DSP8,R10C48,#FFFF88
CIB_DSP,R10C49,#FF8888
MIB2_DSP0,R10C49,#FFFF88
MIB_DSP0,R10C49,#FFFF88
CIB_DSP,R10C50,#FF8888
MIB2_DSP1,R10C50,#FFFF88
MIB_DSP1,R10C50,#FFFF88
CIB_DSP,R10C51,#FF8888
MIB2_DSP2,R10C51,#FFFF88
MIB_DSP2,R10C51,#FFFF88
CIB_DSP,R10C52,#FF8888
MIB2_DSP3,R10C52,#FFFF88
MIB_DSP3,R10C52,#FFFF88
CIB_DSP,R10C53,#FF8888
MIB2_DSP4,R10C53,#FFFF88
MIB_DSP4,R10C53,#FFFF88
CIB_DSP,R10C54,#FF8888
MIB2_DSP5,R10C54,#FFFF88
MIB_DSP5,R10C54,#FFFF88
CIB_DSP,R10C55,#FF8888
MIB2_DSP6,R10C55,#FFFF88
MIB_DSP6,R10C55,#FFFF88
CIB_DSP,R10C56,#FF8888
MIB2_DSP7,R10C56,#FFFF88
MIB_DSP7,R10C56,#FFFF88
CIB_DSP,R10C57,#FF8888
MIB2_DSP8,R10C57,#FFFF88
MIB_DSP8,R10C57,#FFFF88
CIB_DSP,R10C58,#FF8888
MIB2_DSP0,R10C58,#FFFF88
MIB_DSP0,R10C58,#FFFF88
DUMMY_TILE_E,R10C58,#FFFFFF
DUMMY_TILE_F,R10C58,#FFFFFF
TAP_DRIVE_CIB,R10C58,#DDDDDD
CIB_DSP,R10C59,#FF8888
MIB2_DSP1,R10C59,#FFFF88
MIB_DSP1,R10C59,#FFFF88
CIB_DSP,R10C60,#FF8888
MIB2_DSP2,R10C60,#FFFF88
MIB_DSP2,R10C60,#FFFF88
CIB_DSP,R10C61,#FF8888
MIB2_DSP3,R10C61,#FFFF88
MIB_DSP3,R10C61,#FFFF88
CIB_DSP,R10C62,#FF8888
MIB2_DSP4,R10C62,#FFFF88
MIB_DSP4,R10C62,#FFFF88
